name,category,sub_category,lat,lng,district,opening_hours,budget
Köfteci Yaşar,Dining,World Cuisine,41.0179851,28.9685272,Fatih,09:00-22:00,Medium
Golden Night,Dining,World Cuisine,41.0193455,28.9673196,Fatih,09:00-22:00,Medium
Arsemia Çiğköfte,Dining,Turkish,41.0407224,29.1829982,Çekmeköy,09:00-22:00,Medium
Çiğköfteci Ömer Usta,Dining,World Cuisine,41.0409687,29.1819764,Çekmeköy,09:00-22:00,Medium
Namlı Gurme,Dining,World Cuisine,41.177522,28.887214,Sultangazi,09:00-22:00,Medium
Limon Çiçeği Restaurant,Dining,World Cuisine,41.0308276,29.1723924,Çekmeköy,Mo-Su 07:00-22:00,Medium
Nevazen Türk Mutfağı,Dining,World Cuisine,41.0013112,29.1639613,Çekmeköy,09:00-22:00,Medium
Pasa Limani Restoran Cafe,Dining,World Cuisine,41.0335673,29.025242,Üsküdar,09:00-22:00,Medium
Eroğlu Aile İşkembe Salonu,Dining,World Cuisine,41.015649,29.1902072,Çekmeköy,09:00-22:00,Medium
Şirin Mutfak Ev Yemekleri,Dining,World Cuisine,41.0167883,29.1904567,Çekmeköy,09:00-22:00,Medium
Mia Mensa,Dining,Italian;Pizza;Seafood,41.0580865,29.0361146,Beşiktaş,09:00-22:00,Medium
Girne,Dining,World Cuisine,41.0665794,28.8952761,Bayrampaşa,09:00-22:00,Medium
Galata Sembol Balık,Dining,Fish,41.0185356,28.9723439,Beyoğlu,09:00-22:00,Medium
Çekmeköy Nefist Döner,Dining,Turkish,41.0324329,29.1812866,Çekmeköy,Mo-Su 08:00-20:00,Medium
Dilek Restaurant,Dining,World Cuisine,41.0585641,28.9141138,Gaziosmanpaşa,09:00-22:00,Medium
Karadeniz Güveç ve Pide Salonu,Dining,Turkish,41.0594539,28.9136071,Gaziosmanpaşa,09:00-22:00,Medium
Roma Restaurant,Dining,Ice_Cream,41.0611453,28.9137531,Gaziosmanpaşa,09:00-22:00,Medium
Hacıoğlu,Dining,World Cuisine,41.0572174,28.9138068,Gaziosmanpaşa,09:00-22:00,Medium
Necdet Usta Sofrası,Dining,Turkish,41.0576476,28.9126727,Gaziosmanpaşa,09:00-22:00,Medium
Ali Baba,Dining,World Cuisine,41.0568662,28.9114035,Gaziosmanpaşa,09:00-22:00,Medium
ArtSmyrna Cafe & Gallery,Dining,World Cuisine,41.0255517,28.9753044,Beyoğlu,Mo-Su 09:00-00:00,Medium
Elif Kokoreç,Dining,Turkish,41.0337545,29.1752639,Çekmeköy,09:00-22:00,Medium
Altaş Et Mangal,Dining,Turkish,41.0338131,29.1752672,Çekmeköy,09:00-22:00,Medium
Faruk Güllüoğlu,Dining,World Cuisine,41.1069848,28.8600048,Sultangazi,09:00-22:00,Medium
Öztürkler Şark Sofrası,Dining,Kebab,41.1078495,28.8631869,Sultangazi,09:00-22:00,Medium
Sultan Şark Sofrası,Dining,Turkish,41.1004848,28.863278,Sultangazi,09:00-22:00,Medium
Saray Şark Sofrası,Dining,World Cuisine,41.10672,28.8605824,Sultangazi,09:00-22:00,Medium
Antepli,Dining,World Cuisine,41.0595076,28.9131589,Gaziosmanpaşa,09:00-22:00,Medium
Çorbacı Müdavim,Dining,Turkish,41.0976741,28.8629365,Sultangazi,24/7,Medium
Karadeniz Salonu,Dining,Turkish,41.10052,28.8627422,Sultangazi,09:00-22:00,Medium
Fatih Sultan Mehmet Heykeli,History & Culture,Historical Building,41.0353157,28.9184913,Eyüpsultan,09:00-22:00,Low
Raguba,Dining,World Cuisine,41.1353928,28.8301941,Başakşehir,09:00-22:00,Medium
Ailem,Dining,World Cuisine,41.1126999,28.8572125,Sultangazi,09:00-22:00,Medium
Raguba Restaurant,Dining,World Cuisine,41.1322008,28.8346101,Başakşehir,09:00-22:00,Medium
İbrahim Ocak Şark Sofrası,Dining,World Cuisine,41.1329332,28.8275016,Başakşehir,09:00-22:00,Medium
Pilavcı Baba,Dining,World Cuisine,41.1076089,28.8623282,Sultangazi,09:00-22:00,Medium
Köfte Manyas,Dining,World Cuisine,41.1349573,28.8312104,Başakşehir,09:00-22:00,Medium
Hannevi Restaurant,Dining,World Cuisine,41.1319834,28.8354254,Başakşehir,09:00-22:00,Medium
Ali Baba,Dining,World Cuisine,41.1074869,28.8615807,Sultangazi,09:00-22:00,Medium
Ye Döner,Dining,Chicken,41.1050914,28.8634034,Sultangazi,09:00-22:00,Medium
Merakli,Dining,World Cuisine,41.0437662,29.0048855,Beşiktaş,09:00-22:00,Medium
Besin Köfte&Pİyaz,Dining,World Cuisine,41.0609053,28.9840225,Şişli,09:00-22:00,Medium
Cow Statue,History & Culture,Historical Building,41.1081763,29.0342498,Sarıyer,09:00-22:00,Low
Walkway Monuments,History & Culture,Historical Building,41.1063201,29.0280643,Kağıthane,09:00-22:00,Low
Balerin Heykeli,History & Culture,Historical Building,41.1046962,29.0235944,Kağıthane,09:00-22:00,Low
صرافی,Other,General,41.0357451,28.981708,Beyoğlu,09:00-22:00,Low
Çelik Gülersoy Parkı,Nature & Park,Park,41.1608555,29.0443539,Sarıyer,09:00-22:00,Low
مطعم اسماك,Dining,World Cuisine,41.0052399,28.9570365,Fatih,09:00-22:00,Medium
Monochrome,Dining,World Cuisine,41.0581404,28.9806129,Şişli,09:00-22:00,Medium
Kipos Balık,Dining,World Cuisine,41.006998,29.0332846,Kadıköy,09:00-22:00,Medium
Privato Cafe,Dining,Turkish,41.0268623,28.9740831,Beyoğlu,09:00-23:00,Medium
Pilavcı Fevzi,Dining,Rice;Chicken;Turkish,41.0074622,28.9709578,Fatih,09:00-22:00,Medium
Cozy Pub & Restaurant,Dining,World Cuisine,41.0082598,28.9743634,Fatih,09:00-22:00,Medium
Pasha Restaurant,Dining,World Cuisine,41.008259,28.9744269,Fatih,09:00-22:00,Medium
Ehlitat Lokantasi,Dining,Turkish,41.0352918,28.9782857,Beyoğlu,Mo-Su 08:00-00:00,Medium
Kanaat Lokantası,Dining,Turkish,41.0258196,29.0164724,Üsküdar,09:00-22:00,Medium
Zürüm Dürüm,Dining,World Cuisine,41.0436261,29.0041983,Beşiktaş,09:00-22:00,Medium
Beso Restaurant Bistro,Dining,Barbecue;Beef_Bowl;Coffee_Shop;Curry;Fish;Grill;Ice_Cream,41.0086836,28.9740801,Fatih,Mo-Su 11:00-00:55,Medium
Old Istanbul Cuisine,Dining,World Cuisine,41.0102505,28.9756304,Fatih,Mo-Su 10:30-23:55,Medium
Sarayburnu Atatürk Anıtı,History & Culture,Historical Building,41.016263,28.9861325,Beyoğlu,09:00-22:00,Low
The Han,Dining,World Cuisine,41.01016,28.9788576,Fatih,Mo-Su 10:00-23:00,Medium
Cezayirli Gazi Hasan Paşa Anıtı,History & Culture,Historical Building,41.0305744,28.9670993,Beyoğlu,09:00-22:00,Low
Labirent-maze,Other,General,41.0595777,28.9495675,Eyüpsultan,09:00-22:00,Low
Kristal Istanbul,Other,General,41.0606675,28.9478424,Eyüpsultan,09:00-22:00,Low
Miniatürk,Dining,World Cuisine,41.0589395,28.9488253,Eyüpsultan,09:00-22:00,Medium
Orkinos Balıkçısı,Dining,World Cuisine,41.0798656,29.0071929,Kağıthane,09:00-22:00,Medium
Mom's Garden,Dining,Kebab;Fish,41.0046289,28.975054,Fatih,09:00-22:00,Medium
Beyazinci,Dining,World Cuisine,41.0191077,28.9722739,Beyoğlu,09:00-22:00,Medium
Sanat,Dining,World Cuisine,41.0189665,28.9721773,Beyoğlu,09:00-22:00,Medium
Yunus Balık,Dining,Fish,41.0188514,28.9720889,Beyoğlu,09:00-22:00,Medium
Marinero,Dining,World Cuisine,41.0187354,28.9720069,Beyoğlu,09:00-22:00,Medium
Maxigala,Dining,World Cuisine,41.0192303,28.9723694,Beyoğlu,09:00-22:00,Medium
LA SCAPRETTA,Dining,World Cuisine,41.0792689,29.0326327,Beşiktaş,09:00-22:00,Medium
Hünkar,Dining,Turkish,41.0495177,28.9911617,Şişli,09:00-22:00,Medium
Dining street,Dining,World Cuisine,41.0348218,28.9778209,Beyoğlu,09:00-22:00,Medium
Zarafi,Dining,World Cuisine,41.0344408,28.9829509,Beyoğlu,09:00-22:00,Medium
Sans,Dining,Turkish,41.0809906,29.0149292,Levent,11:00-24:00; Su off,Medium
Firuzende,Dining,Turkish,41.0255542,28.9740231,Beyoğlu,09:00-22:00,Medium
Kaktüs Kahvesi,Dining,Coffee_Shop;Breakfast,41.0315457,28.9866154,Beyoğlu,09:00-22:00,Medium
YES Kardesler,Dining,Turkish,41.0529189,29.0003731,Şişli,09:00-22:00,Medium
Lalezar Meyhanesi,Dining,Turkish;Regional;Kebab;Local,41.0440882,28.9894012,Şişli,Mo-Sa 19:00-00:00,Medium
Antiochland Cafe and Restaurant,Dining,World Cuisine,41.0104591,28.9756315,Fatih,09:00-22:00,Medium
Turkart Terrace Restaurant,Dining,World Cuisine,41.0061825,28.980059,Fatih,09:00-22:00,Medium
Armada Teras,Dining,World Cuisine,41.003866,28.9816373,Fatih,09:00-22:00,Medium
Tower,Other,General,41.0349503,28.9390649,Eyüpsultan,09:00-22:00,Low
Buharizade Mustafa Efendi (Itri),Other,General,41.0345631,28.9332608,Eyüpsultan,09:00-22:00,Low
Pizeria Quattro,Dining,Pizza;Italian,41.0342249,28.983521,Beyoğlu,Mo-Su 09:00-22:00,Medium
Akdamar Lokantasi,Dining,Turkish,41.0139426,28.9760271,Fatih,09:00-22:00,Medium
Surp Kevork Kilisesi,Other,General,41.0018646,28.9331468,Fatih,09:00-22:00,Low
Çiçek Pasajı,Other,General,41.0340997,28.9779211,Beyoğlu,09:00-22:00,Low
Mutfak Dili Ev Yemekleri,Dining,Regional;Homecooking,41.0227667,28.9710771,Beyoğlu,09:00-22:00,Medium
Fener Restaurant,Dining,Fish,41.004045,28.9640127,Fatih,Mo-Su 10:00-01:00,Medium
Balkan Lokantası,Dining,World Cuisine,41.0350542,28.9823077,Beyoğlu,09:00-22:00,Medium
Mahmiye,Dining,World Cuisine,41.0085546,28.9761558,Fatih,Mo-Su 10:00-02:00,Medium
Privileged Minority,Dining,World Cuisine,41.1188283,29.0098551,Kağıthane,09:00-22:00,Medium
Musafir,Dining,Indian,41.0400225,28.9853059,Beyoğlu,09:00-22:00,Medium
Tazeler Gıda,Dining,Turkish,41.1288934,29.0460887,Sarıyer,24/7,Medium
Park bufe,Dining,World Cuisine,41.0236993,28.9750293,Beyoğlu,09:00-22:00,Medium
Kebab Restaurant,Dining,World Cuisine,41.0345845,28.982823,Beyoğlu,09:00-22:00,Medium
Güvenç Konyalı,Dining,World Cuisine,41.0143312,28.9754865,Fatih,09:00-22:00,Medium
M-Point Cafe and restaurant,Dining,World Cuisine,41.011198,28.9071639,Zeytinburnu,09:00-22:00,Medium
Lamba Cafe and Restaurant,Dining,World Cuisine,41.011287,28.9069875,Zeytinburnu,09:00-22:00,Medium
Ciğeristan,Dining,World Cuisine,41.0092985,28.9063938,Zeytinburnu,09:00-22:00,Medium
Pizza Pizza,Dining,World Cuisine,41.0125882,28.9098652,Zeytinburnu,09:00-22:00,Medium
Mangal kebap,Dining,World Cuisine,41.0103065,28.9128654,Zeytinburnu,09:00-22:00,Medium
burger shop,Dining,World Cuisine,41.0094019,28.9069649,Zeytinburnu,09:00-22:00,Medium
Güven Konya mutfağı,Dining,World Cuisine,41.0102514,28.9087075,Zeytinburnu,09:00-22:00,Medium
Gidun cafe restaurant,Dining,World Cuisine,41.0105826,28.9080095,Zeytinburnu,09:00-22:00,Medium
Berke Kebap Evi,Dining,World Cuisine,41.0109425,28.9096625,Zeytinburnu,09:00-22:00,Medium
Big Mammas,Dining,World Cuisine,41.0101536,28.9089269,Zeytinburnu,09:00-22:00,Medium
Paşafırını,Dining,World Cuisine,41.0104095,28.9084083,Zeytinburnu,09:00-22:00,Medium
pilavı kâmil Usta,Dining,World Cuisine,41.009655,28.914867,Zeytinburnu,09:00-22:00,Medium
Ekim Et Lokantası,Dining,World Cuisine,41.0129682,28.9099387,Zeytinburnu,09:00-22:00,Medium
Paşa Döner,Dining,World Cuisine,41.0174085,28.9107573,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Zebu Kebab Evi,Dining,World Cuisine,41.0179526,28.911973,Zeytinburnu,Mo-Su 07:00-20:00,Medium
merkez köfte,Dining,World Cuisine,41.009876,28.9128608,Zeytinburnu,09:00-22:00,Medium
Dilek,Dining,World Cuisine,41.0183607,28.9112017,Zeytinburnu,Mo-Fr 08:00-17:00; Mo-Sa 07:30-15:00,Medium
Tavuk Barakat,Dining,World Cuisine,41.0100939,28.9128434,Zeytinburnu,09:00-22:00,Medium
Çınaraltı Kebap,Dining,World Cuisine,41.0211211,28.9022609,Zeytinburnu,09:00-22:00,Medium
Ortaklar Restoran,Dining,World Cuisine,41.0242437,28.9095811,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Ezgim Et,Dining,World Cuisine,41.0185051,28.904082,Zeytinburnu,Mo-Fr 09:00-17:00; Mo-Sa 07:30-15:00,Medium
Gümüşsuyu Et Lokantası,Dining,World Cuisine,41.0214878,28.91023,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Mevlana Pide,Dining,World Cuisine,41.0298114,28.9133207,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Konak Lokantası,Dining,World Cuisine,41.0230781,28.9104823,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Akçaabat Köftecisi,Dining,World Cuisine,41.0180595,28.9112763,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Urfa Dürüm,Dining,World Cuisine,41.0289621,28.9025448,Zeytinburnu,Mo-Su 07:00-20:00,Medium
DAMAK YEMEK ŞÖLENİ,Dining,World Cuisine,41.004564,28.8986073,Zeytinburnu,09:00-22:00,Medium
Bülent Börekçilik,Dining,World Cuisine,41.0040452,28.9072527,Zeytinburnu,Mo-Sa 08:00-20:00,Medium
Demirdağ kebap,Dining,World Cuisine,41.0058068,28.9073766,Zeytinburnu,09:00-22:00,Medium
Ömer Usta Pilavcı,Dining,World Cuisine,41.0038019,28.9041221,Zeytinburnu,Mo-Su 09:00-22:00,Medium
Kebabistan,Dining,World Cuisine,41.0049559,28.9047309,Zeytinburnu,09:00-22:00,Medium
kısmet,Dining,World Cuisine,41.0053625,28.903228,Zeytinburnu,09:00-22:00,Medium
Burhan Usta Pide,Dining,World Cuisine,41.0042036,28.9043092,Zeytinburnu,09:00-22:00,Medium
Nezih Köfte,Dining,World Cuisine,41.0023925,28.9041592,Zeytinburnu,Mo-Su 08:00-18:00,Medium
dilim börek,Dining,World Cuisine,41.0061925,28.8969972,Zeytinburnu,09:00-22:00,Medium
Çağrı KEBAP salonu,Dining,World Cuisine,41.0061992,28.907425,Zeytinburnu,09:00-22:00,Medium
Has Manti,Dining,World Cuisine,41.0040008,28.9024384,Zeytinburnu,09:00-22:00,Medium
Anadolu,Dining,World Cuisine,41.0039572,28.9034633,Zeytinburnu,09:00-22:00,Medium
Özbek Milli Taomlar Nur,Dining,World Cuisine,41.0033981,28.9034211,Zeytinburnu,Mo-Su 09:00-22:00,Medium
Üsküp Köftecisi,Dining,World Cuisine,41.0005041,28.9019296,Zeytinburnu,Mo-Fr 09:00-17:00,Medium
kahvaltı,Dining,World Cuisine,41.005466,28.9042473,Zeytinburnu,09:00-22:00,Medium
Barış pide lokantası,Dining,World Cuisine,41.0038492,28.9020794,Zeytinburnu,09:00-22:00,Medium
Akçay Döner,Dining,World Cuisine,41.0058285,28.9048416,Zeytinburnu,09:00-22:00,Medium
Özgül,Dining,World Cuisine,41.0038462,28.9035417,Zeytinburnu,09:00-22:00,Medium
arzum börek,Dining,World Cuisine,41.0078835,28.9071679,Zeytinburnu,09:00-22:00,Medium
mevlana pide,Dining,World Cuisine,41.0051819,28.9071401,Zeytinburnu,09:00-22:00,Medium
namlı sarıyer,Dining,World Cuisine,41.0059528,28.9073766,Zeytinburnu,09:00-22:00,Medium
Mangaldan,Dining,World Cuisine,41.0033745,28.904255,Zeytinburnu,Mo-Su 08:00-20:00,Medium
KANATHANE,Dining,World Cuisine,41.0070126,28.9023152,Zeytinburnu,09:00-22:00,Medium
Sarıyer börekçisi,Dining,World Cuisine,41.004872,28.9069469,Zeytinburnu,09:00-22:00,Medium
ÖZ KARADANIZ,Dining,World Cuisine,41.0069914,28.9024694,Zeytinburnu,09:00-22:00,Medium
ASMALI BAHÇE,Dining,World Cuisine,41.0055209,28.8971577,Zeytinburnu,09:00-22:00,Medium
AKÇA ABAT,Dining,World Cuisine,41.0061432,28.9009013,Zeytinburnu,09:00-22:00,Medium
Birlik Döner,Dining,World Cuisine,41.0053292,28.9043869,Zeytinburnu,09:00-22:00,Medium
Öz Malatya Tandır ve Kebap,Dining,World Cuisine,41.0005329,28.9156183,Zeytinburnu,09:00-22:00,Medium
Öses Çiğ Köfte,Dining,World Cuisine,41.0005784,28.915538,Zeytinburnu,09:00-22:00,Medium
Badem Kahvaltı ve Döner,Dining,World Cuisine,41.0004192,28.9158392,Zeytinburnu,Mo-Su 07:00-20:00,Medium
Baran Urfa sofrası,Dining,World Cuisine,41.0025441,28.9088405,Zeytinburnu,09:00-22:00,Medium
belgradkapı tesisleri,Other,General,41.0019893,28.9185699,Zeytinburnu,09:00-22:00,Low
Zeytinburnu Belediyesi Belgradkapı Sosyal Tesisleri,Dining,World Cuisine,41.0012501,28.9189536,Zeytinburnu,09:00-22:00,Medium
Sarıyer börek ve pide salonu,Dining,World Cuisine,41.0033901,28.9023934,Zeytinburnu,Mo-Fr 09:00-17:00; Mo-Fr 07:00-13:30; Mo-Fr 17:00-20:00,Medium
Manyas Restaurant,Dining,World Cuisine,41.0036496,28.9069637,Zeytinburnu,Mo-Sa 08:00-20:00,Medium
Satılmış Usta Pide,Dining,World Cuisine,41.0627727,28.832413,Bağcılar,09:00-22:00,Medium
Yıldız konferans sofrası,Dining,World Cuisine,41.0463677,28.8267604,Bağcılar,09:00-22:00,Medium
Karşıyaka gıda,Dining,World Cuisine,41.0476966,28.8214131,Bağcılar,09:00-22:00,Medium
Beren ev yemekleri,Dining,World Cuisine,41.0474534,28.8229066,Bağcılar,09:00-22:00,Medium
İzmir Kokoreç Döner Ciğer Çorba,Dining,World Cuisine,41.0550669,28.8207994,Bağcılar,09:00-22:00,Medium
Mis Restoran,Dining,World Cuisine,41.0471152,28.8363741,Bağcılar,09:00-22:00,Medium
Beyran Lokantasi,Dining,World Cuisine,41.0473425,28.845934,Bağcılar,09:00-22:00,Medium
Lezzet sofrası,Dining,World Cuisine,41.0561646,28.8463262,Bağcılar,09:00-22:00,Medium
Hal cafeterya,Dining,World Cuisine,41.0544354,28.8465105,Bağcılar,09:00-22:00,Medium
Çetin büryan,Dining,World Cuisine,41.0517507,28.8476129,Bağcılar,09:00-22:00,Medium
Feride hanım ev yemekleri,Dining,World Cuisine,41.0525766,28.8476698,Bağcılar,09:00-22:00,Medium
OBA DÖNER,Dining,World Cuisine,41.0514,28.8493508,Zeytinburnu,09:00-22:00,Medium
Tarihi Fatih Köftecisi,Dining,World Cuisine,41.0537021,28.8464081,Bağcılar,09:00-22:00,Medium
Mersin kardeşler tentuni,Dining,World Cuisine,41.053262,28.8464081,Bağcılar,09:00-22:00,Medium
KIRVAN Döner,Dining,World Cuisine,41.0488962,28.8460329,Bağcılar,09:00-22:00,Medium
Kebabçi Baran,Dining,World Cuisine,41.0656852,28.8561463,Bağcılar,09:00-22:00,Medium
Aksa,Dining,World Cuisine,41.0617035,28.854812,Bağcılar,09:00-22:00,Medium
Halep lokantası,Dining,World Cuisine,41.0532281,28.8494701,Zeytinburnu,09:00-22:00,Medium
Özgül kebap,Dining,World Cuisine,41.0475246,28.8459062,Bağcılar,09:00-22:00,Medium
Küşlemeci,Dining,World Cuisine,41.0564513,28.8504193,Bağcılar,09:00-22:00,Medium
KEBAP,Dining,World Cuisine,41.0467763,28.8598207,Bağcılar,09:00-22:00,Medium
Karadeniz sofrası,Dining,World Cuisine,41.053333,28.8494144,Zeytinburnu,09:00-22:00,Medium
Sac Tava,Dining,World Cuisine,41.0579553,28.854867,Bağcılar,09:00-22:00,Medium
KONAK PİDE,Dining,World Cuisine,41.0485939,28.8497063,Zeytinburnu,09:00-22:00,Medium
Efsane döner,Dining,World Cuisine,41.0559253,28.8463058,Bağcılar,09:00-22:00,Medium
Dağyolu,Dining,World Cuisine,41.0460255,28.8597885,Bağcılar,24/7,Medium
Viyama,Dining,World Cuisine,41.0563534,28.8551389,Bağcılar,09:00-22:00,Medium
Çağ kebap,Dining,World Cuisine,41.0460679,28.8486054,Bağcılar,09:00-22:00,Medium
Konak,Dining,World Cuisine,41.0558942,28.8543457,Bağcılar,24/7,Medium
Japon,Dining,World Cuisine,41.07,28.8555837,Bağcılar,09:00-22:00,Medium
Soframız,Dining,World Cuisine,41.0597936,28.8543221,Bağcılar,09:00-22:00,Medium
KEBAP SARAYI,Dining,World Cuisine,41.0521974,28.8493642,Zeytinburnu,09:00-22:00,Medium
Saray kebap,Dining,World Cuisine,41.0675311,28.8546617,Bağcılar,09:00-22:00,Medium
İbad elrrehmen,Dining,World Cuisine,41.0674073,28.8555143,Bağcılar,09:00-22:00,Medium
Doğan Et Lokantası,Dining,World Cuisine,41.0676422,28.8561693,Bağcılar,09:00-22:00,Medium
Sallouraoğlu Halep Sofrası,Dining,World Cuisine,41.0534773,28.8334072,Bağcılar,09:00-22:00,Medium
Al Şalal,Dining,World Cuisine,41.0503079,28.8496416,Zeytinburnu,09:00-22:00,Medium
Maşhadani Lokantasi,Dining,World Cuisine,41.050583,28.8359405,Bağcılar,09:00-22:00,Medium
Naimoğlu,Dining,World Cuisine,41.0533708,28.8323355,Bağcılar,09:00-22:00,Medium
Kimyon Yemek Evi,Dining,World Cuisine,41.0262988,28.8305667,Bağcılar,09:00-22:00,Medium
Köşem Restaurant,Dining,World Cuisine,41.0261499,28.8292258,Bağcılar,09:00-22:00,Medium
Karadeniz sofrası,Dining,World Cuisine,41.0343188,28.8433707,Bağcılar,09:00-22:00,Medium
Rüstemoğlu Sofrası,Dining,World Cuisine,41.0257219,28.8305885,Bağcılar,09:00-22:00,Medium
Mevlana,Dining,World Cuisine,41.0272314,28.8442314,Bağcılar,09:00-22:00,Medium
Kayıpşehir Cafe & Restaurant,Dining,World Cuisine,41.0229048,28.8341039,Bağcılar,09:00-22:00,Medium
Adana Kebapcısı,Dining,World Cuisine,41.0311664,28.8303118,Bağcılar,09:00-22:00,Medium
Fatih Lokantası,Dining,World Cuisine,41.0311183,28.8296494,Bağcılar,09:00-22:00,Medium
Ünal Kebap & Döner,Dining,World Cuisine,41.0304379,28.8286669,Bağcılar,09:00-22:00,Medium
Loca Döner,Dining,World Cuisine,41.0232171,28.8303562,Bağcılar,09:00-22:00,Medium
Fatih lokantası,Dining,World Cuisine,41.0305875,28.8401742,Bağcılar,09:00-22:00,Medium
Deliorman Kebapçısı,Dining,World Cuisine,41.0269952,28.8293289,Bağcılar,09:00-22:00,Medium
Kemal usta pilavci,Dining,World Cuisine,41.0307254,28.8383706,Bağcılar,09:00-22:00,Medium
Ömeroğlu,Dining,World Cuisine,41.0302351,28.8279783,Bağcılar,09:00-22:00,Medium
Kebapçı Ayhan,Dining,World Cuisine,41.0307081,28.8271938,Bağcılar,09:00-22:00,Medium
Mevlana pide,Dining,World Cuisine,41.0302809,28.8276408,Bağcılar,09:00-22:00,Medium
Safran pide,Dining,World Cuisine,41.0335146,28.8433845,Bağcılar,09:00-22:00,Medium
Izgara,Dining,World Cuisine,41.0203748,28.8239833,Bağcılar,09:00-22:00,Medium
Fabrika Cafe & Restaurant,Dining,World Cuisine,41.030455,28.8289602,Bağcılar,09:00-22:00,Medium
Ünlu Sarıyer,Dining,World Cuisine,41.0282563,28.8195975,Bağcılar,09:00-22:00,Medium
Bursa İskender,Dining,World Cuisine,41.030351,28.8278554,Bağcılar,09:00-22:00,Medium
Mehim Kebap,Dining,World Cuisine,41.0249506,28.8288932,Bağcılar,09:00-22:00,Medium
Güneşli İskender Salonu,Dining,World Cuisine,41.0235504,28.8286901,Bağcılar,09:00-22:00,Medium
Bereket kebap,Dining,World Cuisine,41.0259308,28.8453857,Bağcılar,09:00-22:00,Medium
Hatay Dürüm Diyarı,Dining,World Cuisine,41.0292729,28.8299533,Bağcılar,09:00-22:00,Medium
Postcu Baba Waffle,Dining,World Cuisine,41.0261136,28.8305493,Bağcılar,09:00-22:00,Medium
Leziz sarıyer börekçisi,Dining,World Cuisine,41.0307924,28.8441811,Bağcılar,09:00-22:00,Medium
Akpınar kebap,Dining,World Cuisine,41.0343631,28.8337887,Bağcılar,09:00-22:00,Medium
Şirazen,Dining,World Cuisine,41.0261694,28.8156501,Bağcılar,09:00-22:00,Medium
Kofte,Dining,World Cuisine,41.0257008,28.8185974,Bağcılar,09:00-22:00,Medium
Sahin sulu,Dining,World Cuisine,41.0270431,28.8202398,Bağcılar,09:00-22:00,Medium
beyrut lokantası,Dining,World Cuisine,41.0308906,28.8393197,Bağcılar,09:00-22:00,Medium
Steak Burger,Dining,World Cuisine,41.0311664,28.8293713,Bağcılar,09:00-22:00,Medium
Salkım döner,Dining,World Cuisine,41.0221161,28.8448745,Bağcılar,09:00-22:00,Medium
Meydan pide,Dining,World Cuisine,41.0314499,28.8264786,Bağcılar,09:00-22:00,Medium
Atanor,Dining,World Cuisine,41.0309365,28.8184822,Bağcılar,09:00-22:00,Medium
Haci sayid,Dining,World Cuisine,41.0314605,28.8262418,Bağcılar,09:00-22:00,Medium
Namlı sarıyer börekçisi,Dining,World Cuisine,41.0307354,28.8416925,Bağcılar,09:00-22:00,Medium
Bağdat ocakbaşı,Dining,World Cuisine,41.0333476,28.8433984,Bağcılar,09:00-22:00,Medium
TAT Bİ PİLAV,Dining,World Cuisine,41.0312014,28.8291494,Bağcılar,09:00-22:00,Medium
Alrabii lokantası,Dining,World Cuisine,41.0268024,28.8439306,Bağcılar,09:00-22:00,Medium
TotalEnergies,Dining,World Cuisine,41.0312028,28.8233989,Bağcılar,09:00-22:00,Medium
Tamam lokantası,Dining,World Cuisine,41.0228106,28.8455105,Bağcılar,09:00-22:00,Medium
Damak Pide,Dining,World Cuisine,41.0312719,28.8287866,Bağcılar,09:00-22:00,Medium
Yeniler,Dining,World Cuisine,41.0198972,28.8236614,Bağcılar,09:00-22:00,Medium
Bolye yemek,Dining,World Cuisine,41.0314005,28.8457948,Bağcılar,09:00-22:00,Medium
Ev yemekleri,Dining,World Cuisine,41.034316,28.8390147,Bağcılar,09:00-22:00,Medium
Mangalcim et,Dining,World Cuisine,41.032125,28.8433605,Bağcılar,09:00-22:00,Medium
Kaitou,Dining,World Cuisine,41.0312554,28.8320922,Bağcılar,09:00-22:00,Medium
Zemcioglu,Dining,World Cuisine,41.0305507,28.8273428,Bağcılar,09:00-22:00,Medium
Ray gele,Dining,World Cuisine,41.0289668,28.8276791,Bağcılar,09:00-22:00,Medium
Sebo dayının yeri,Dining,World Cuisine,41.030549,28.840807,Bağcılar,09:00-22:00,Medium
Star Döner,Dining,World Cuisine,41.030263,28.8291275,Bağcılar,09:00-22:00,Medium
Ham ibrahim,Dining,World Cuisine,41.0313263,28.8266872,Bağcılar,09:00-22:00,Medium
Özcüneş Lokum & Şekerleme,Dining,World Cuisine,41.0240137,28.8287702,Bağcılar,09:00-22:00,Medium
Harbi Döner,Dining,World Cuisine,41.0278874,28.8308408,Bağcılar,09:00-22:00,Medium
Mesut usta kömürde piliç,Dining,World Cuisine,41.0329611,28.8433568,Bağcılar,09:00-22:00,Medium
Big Mamma's,Dining,World Cuisine,41.030889,28.8302091,Bağcılar,09:00-22:00,Medium
Tabela,Dining,World Cuisine,41.0312139,28.8267617,Bağcılar,09:00-22:00,Medium
